key,title,year,origins,cy_score,read_level,threat,flag_L2,l3_file,judgment,reason
10.1090/s0002-9939-06-08770-3,"Fenchel duality, Fitzpatrick functions and the extension of firmly nonexpansive mappings",2006,kw:openalex:CY1,1,title+abstract,1,False,,rule,keyword rule on title (broad field)
10.1111/jofi.12510,"Financial Transaction Taxes, Market Composition, and Liquidity",2017,kw:openalex:CY1,1,title,0,False,,rule,keyword rule on title (off-topic)
10.1088/1475-7516/2021/05/073,From a locality-principle for new physics to image features of regular spinning black holes with disks,2021,kw:openalex:CY3,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1086/376392,Galactic Stellar and Substellar Initial Mass Function,2003,kw:openalex:CY3,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1038/ncomms8489,Ganoderma lucidum reduces obesity in mice by modulating the composition of the gut microbiota,2015,kw:openalex:CY2,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1093/nar/gkn668,Genomics of bacteria and archaea: the emerging dynamic view of the prokaryotic world,2008,kw:openalex:CY4,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.22331/q-2023-07-11-1055,"Geometric Operator Quantum Speed Limit, Wegner Hamiltonian Flow and Operator Growth",2023,kw:openalex:CY1,1,title,0,False,,rule,keyword rule on title (off-topic)
10.1109/cdc.2016.7798275,Global linear convergence in operator splitting methods,2016,fwd:CY15,1,title,1,False,,rule,keyword rule on title (broad field)
10.2140/apde.2016.9.151,"Global-in-time Strichartz estimates on nontrapping, asymptotically conic manifolds",2016,kw:openalex:CY1,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1109/tac.2023.3234016,Graphical Nonlinear System Analysis,2023,fwd:HRY20;fwd:PAT21;fwd:RHY22,1,title+abstract,3,True,L3_CY_chaffey2023.md,override,"Thm 5: exact SRG of a cascade of n discs gamma_i D(1/2,1/2); boundary cos^n(theta/n)e^{-i theta} via Jensen; no caps"
10.1107/s1600576723007379,Graphical reduction and analysis small-angle neutron scattering program: GRASP,2023,kw:openalex:CY2,1,title,0,False,,rule,keyword rule on title (off-topic)
10.1111/j.1365-246x.1974.tb03626.x,Gravity Anomalies Seaward of Deep-Sea Trenches and their Tectonic Implications,1974,kw:openalex:CY3,1,title,0,False,,rule,keyword rule on title (off-topic)
10.48550/arxiv.0909.5457,Guaranteed Rank Minimization via Singular Value Projection,2009,kw:openalex:CY4,1,title,0,False,,rule,keyword rule on title (off-topic)
10.1038/s41467-019-11992-2,Highly selective oxygen reduction to hydrogen peroxide on transition metal single atom coordination,2019,kw:openalex:CY4,1,title,0,False,,rule,keyword rule on title (off-topic)
10.4007/annals.2004.159.1159,Holomorphic disks and three-manifolds invariants: Properties and applications,2004,kw:openalex:CY3,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1103/physrevd.97.054007,Hyperasymptotics and quark-hadron duality violations in QCD,2018,kw:openalex:CY3,1,title,0,False,,rule,keyword rule on title (off-topic)
10.1093/nar/gku616,"Inducible, tightly regulated and growth condition-independent transcription factor in Saccharomyces cerevisiae",2014,kw:openalex:CY1,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.3390/sym12050750,Inertial Mann-Type Algorithm for a Nonexpansive Mapping to Solve Monotone Inclusion and Image Restoration Problems,2020,fwd:CY15,1,title,1,False,,rule,keyword rule on title (broad field)
10.1109/allerton.2017.8262871,Inexact iteration of averaged operators for non-strongly convex stochastic optimization,2017,fwd:CY15,1,title,1,False,,rule,keyword rule on title (broad field)
10.3390/min11080832,Innovative Reuse of Electric Arc Furnace Slag as Filler for Different Polymer Matrixes,2021,kw:openalex:CY3,1,title,0,False,,rule,keyword rule on title (off-topic)
10.1016/s0370-1573(00)00106-x,Integral-geometry morphological image analysis,2001,kw:openalex:CY3,1,title,0,False,,rule,keyword rule on title (off-topic)
10.3390/math7020131,Iterative Methods for Computing the Resolvent of Composed Operators in Hilbert Spaces,2019,fwd:CY15;fwd:OY02,1,title,1,False,,rule,keyword rule on title (broad field)
10.1155/2019/7376263,Iterative Methods for Computing the Resolvent of the Sum of a Maximal Monotone Operator and Composite Operator with Applications,2019,fwd:CY15;fwd:OY02,1,title,1,False,,rule,keyword rule on title (broad field)
10.1038/s41467-018-05857-3,Jungle Express is a versatile repressor system for tight transcriptional control,2018,kw:openalex:CY1,1,title,0,False,,rule,keyword rule on title (off-topic)
10.5802/aif.3105,Le problème de Minkowski équivariant dans l’espace de Minkowski,2017,kw:openalex:CY3,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1038/s41467-023-36329-y,Learning local equivariant representations for large-scale atomistic dynamics,2023,kw:openalex:CY2,1,title,0,False,,rule,keyword rule on title (off-topic)
10.48550/arxiv.2306.08307,Lenses in Minkowski space optimize queues by hiding bottleneck units,2023,kw:openalex:CY3,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1109/cdc.2016.7798401,Line search for averaged operator iteration,2016,fwd:CY15;kw:openalex:CY1,1,title+abstract,1,False,,rule,keyword rule on title (broad field)
10.53846/goediss-7539,Local and Global Analysis of Relaxed Douglas-Rachford for Nonconvex Feasibility Problems,2019,fwd:CY15,1,title,1,False,,rule,keyword rule on title (broad field)
10.1088/0067-0049/192/1/3,MODULES FOR EXPERIMENTS IN STELLAR ASTROPHYSICS (MESA),2010,kw:openalex:CY1;kw:openalex:CY4,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.3390/coatings13122064,Micro-Arc Oxidation in Titanium and Its Alloys: Development and Potential of Implants,2023,kw:openalex:CY3,1,title,0,False,,rule,keyword rule on title (off-topic)
10.1007/978-1-4419-9569-8_17,Minimizing the Moreau Envelope of Nonsmooth Convex Functions over the Fixed Point Set of Certain Quasi-Nonexpansive Mappings,2011,fwd:OY02,1,title,1,False,,rule,keyword rule on title (broad field)
10.1088/1367-2630/15/8/083028,Minkowski tensors of anisotropic spatial structure,2013,kw:openalex:CY2;kw:openalex:CY3,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.23919/ecc65951.2025.11187196,Mixed Small Gain and Phase Theorem: A new view using Scale Relative Graphs,2025,fwd:RHY22,1,title,1,False,,override,phase/SRG feedback stability; two systems
10.1016/j.aime.2023.100121,Modelling of wire-arc additive manufacturing – A review,2023,kw:openalex:CY3,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
oa:https://openalex.org/W7171749347,Modulus of conically averaged mappings and its applications to angles between two subspaces,2026,kw:openalex:CY1;kw:openalex:CY4,1,title,1,False,,rule,keyword rule on title (broad field)
10.3390/ijms25031933,"Mucus Structure, Viscoelastic Properties, and Composition in Chronic Respiratory Diseases",2024,kw:openalex:CY4,1,title,0,False,,rule,keyword rule on title (off-topic)
10.1587/transfun.e93.a.456,Multi-Domain Adaptive Learning Based on Feasibility Splitting and Adaptive Projected Subgradient Method,2010,fwd:OY02,1,title,1,False,,rule,keyword rule on title (broad field)
10.1353/ajm.2001.0035,"Multilinear weighted convolution of L 2 functions, and applications to nonlinear dispersive equations",2001,kw:openalex:CY4,1,title,0,False,,rule,keyword rule on title (off-topic)
10.1103/physrevb.75.184117,Nanodomain structure of Pb[Zr1−xTix]O3 at its morphotropic phase boundary: Investigations from local to average structure,2007,kw:openalex:CY4,1,title,1,False,,rule,keyword rule on title (broad field)
10.48550/arxiv.1105.0029,"Near equality, near convexity, sums of maximally monotone operators, and averages of firmly nonexpansive mappings",2011,kw:openalex:CY1,1,title,1,False,,rule,keyword rule on title (broad field)
10.48550/arxiv.2303.11273,Non-Euclidean Monotone Operator Theory and Applications,2023,kw:openalex:CY1,1,title,1,False,,rule,keyword rule on title (broad field)
10.3390/drones6110334,Non-Terrestrial Networks with UAVs: A Projection on Flying Ad-Hoc Networks,2022,kw:openalex:CY4,1,title,0,False,,rule,keyword rule on title (off-topic)
10.48550/arxiv.2205.15897,Nonexpansive Markov Operators and Random Function Iterations for Stochastic Fixed Point Problems,2022,kw:openalex:CY1,1,title,1,False,,rule,keyword rule on title (broad field)
10.1088/1361-6420/33/4/044003,Nonexpansiveness of a linearized augmented Lagrangian operator for hierarchical convex optimization,2017,fwd:CY15;fwd:OY02;kw:openalex:CY1,1,title+abstract,1,False,,rule,keyword rule on title (broad field)
10.1109/cdc57313.2025.11312491,Nonlinear Bandwidth and Bode Diagrams based on Scaled Relative Graphs,2025,fwd:RHY22,1,title,1,False,,override,SRG gain bounds
10.1074/jbc.m112.441535,Nuclear Envelope Composition Determines the Ability of Neutrophil-type Cells to Passage through Micron-scale Constrictions,2013,kw:openalex:CY2,1,title,0,False,,rule,keyword rule on title (off-topic)
10.48550/arxiv.1507.05585,On Fejér monotone sequences and nonexpansive mappings,2015,kw:openalex:CY1,1,title+abstract,1,False,,rule,keyword rule on title (broad field)
10.3934/jcd.2014.1.391,On dynamic mode decomposition: Theory and applications,2014,kw:openalex:CY4,1,title,0,False,,rule,keyword rule on title (off-topic)
oa:https://openalex.org/W2780294057,On hyperbolic surface tessellations and equivariant spacelike convex polyhedral surfaces in Minkowski Space,2000,kw:openalex:CY3,1,title,0,False,,rule,keyword rule on title (off-topic)
10.3934/math.20231135,On simultaneous characterizations of partner-ruled surfaces in Minkowski 3-space,2023,kw:openalex:CY3,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
oa:https://openalex.org/W1146984394,On the Design and Analysis of Operator-Splitting Schemes,2015,kw:openalex:CY1;kw:openalex:CY4,1,title,1,False,,rule,keyword rule on title (broad field)
10.21099/tkbjm/1496162870,On the Gauss map of ruled surfaces in a 3-dimensional minkowski space,1995,kw:openalex:CY3,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.21099/tkbjm/1496162874,On the Gauss map of surfaces of revolution in a 3-dimensional Minkowski space,1995,kw:openalex:CY3,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.2298/fil2404423l,On the curvatures of timelike circular surfaces in Lorentz-Minkowski space,2024,kw:openalex:CY3,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1007/s11590-021-01738-9,On the proximal point algorithm and its Halpern-type variant for generalized monotone operators in Hilbert space,2021,kw:openalex:CY1,1,title+abstract,1,False,,rule,keyword rule on title (broad field)
10.1137/19m1304854,Operator Splitting Performance Estimation: Tight Contraction Factors and Optimal Parameter Selection,2020,fwd:CY15,1,title,1,False,,override,PEP tight factors for DRS (two operators)
10.48550/arxiv.2106.00906,Operator Splitting for Learning to Predict Equilibria in Convex Games,2021,kw:openalex:CY1,1,title,1,False,,rule,keyword rule on title (broad field)
10.48550/arxiv.2408.09981,Parseval Convolution Operators and Neural Networks,2024,kw:openalex:CY1,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.3390/s18093170,"Path Smoothing Techniques in Robot Navigation: State-of-the-Art, Current and Future Challenges",2018,kw:openalex:CY1,1,title,0,False,,rule,keyword rule on title (off-topic)
10.1016/j.matdes.2021.109740,Performance under tensile loading of point-by-point wire and arc additively manufactured steel bars for structural components,2021,kw:openalex:CY3,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1029/2012jb009339,"Permanent fore‐arc extension and seismic segmentation: Insights from the 2010 Maule earthquake, Chile",2012,kw:openalex:CY3,1,title,0,False,,rule,keyword rule on title (off-topic)
10.3204/desy-thesis-2004-004,Perturbative methods on the noncommutative Minkowski space,2012,kw:openalex:CY2,1,title,0,False,,rule,keyword rule on title (off-topic)
10.5194/acp-13-2063-2013,Pre-industrial to end 21st century projections of tropospheric ozone from the Atmospheric Chemistry and Climate Model Intercomparison Project (ACCMIP),2013,kw:openalex:CY4,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.5802/aif.2622,Prescribing Gauss curvature of surfaces in 3-dimensional spacetimes Application to the Minkowski problem in the Minkowski space,2011,kw:openalex:CY2,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.48550/arxiv.2512.10366,Primal-dual splitting for structured composite monotone inclusions with or without cocoercivity,2025,kw:openalex:CY1,1,title,1,False,,rule,keyword rule on title (broad field)
10.1086/508653,Primordial Non‐Gaussianity and Analytical Formula for Minkowski Functionals of the Cosmic Microwave Background and Large‐Scale Structure,2006,kw:openalex:CY2,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1007/978-3-642-30901-4_5,Projection Methods,2012,fwd:OY02,1,title,1,False,,rule,keyword rule on title (broad field)
10.1088/1361-6420/ac3322,Projection methods for high numerical aperture phase retrieval,2021,kw:openalex:CY1,1,title,1,False,,rule,keyword rule on title (broad field)
10.1016/j.virol.2006.08.025,Protein composition of the vaccinia virus mature virion,2006,kw:openalex:CY1,1,title,0,False,,rule,keyword rule on title (off-topic)
10.1523/jneurosci.4662-14.2015,Prototypic and Arkypallidal Neurons in the Dopamine-Intact External Globus Pallidus,2015,kw:openalex:CY4,1,title,0,False,,rule,keyword rule on title (off-topic)
10.13118/themelis-andreas_phd2018,Proximal Algorithms for Structured Nonconvex Optimization,2018,kw:openalex:CY1;kw:openalex:CY4,1,title+abstract,1,False,,rule,keyword rule on title (broad field)
10.1088/0266-5611/27/4/045009,Proximity algorithms for image models: denoising,2011,kw:openalex:CY1,1,title,0,False,,rule,keyword rule on title (off-topic)
10.1007/bf02410096,Pseudo-minkowski differential geometry,1965,kw:openalex:CY3,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1088/0953-8984/21/39/395502,QUANTUM ESPRESSO: a modular and open-source software project for quantum simulations of materials,2009,kw:openalex:CY1,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.4171/jems/854,Quantitative unique continuation for operators with partially analytic coefficients. Application to approximate control for waves,2018,kw:openalex:CY1,1,title,0,False,,rule,keyword rule on title (off-topic)
10.1007/s00220-011-1358-y,"Quantum Geometry on Quantum Spacetime: Distance, Area and Volume Operators",2011,kw:openalex:CY4,1,title,0,False,,rule,keyword rule on title (off-topic)
10.1088/0004-637x/732/1/42,RESOLVED IMAGES OF LARGE CAVITIES IN PROTOPLANETARY TRANSITION DISKS,2011,kw:openalex:CY3,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1186/s13072-015-0040-6,"RNA:DNA hybrids in the human genome have distinctive nucleotide characteristics, chromatin composition, and transcriptional relationships",2015,kw:openalex:CY1,1,title,0,False,,rule,keyword rule on title (off-topic)
10.1051/0004-6361/200911821,Radiation thermo-chemical models of protoplanetary disks,2009,kw:openalex:CY3,1,title,0,False,,rule,keyword rule on title (off-topic)
10.1007/s00025-026-02635-2,Random Nonlinear Fusion Frames from Averaged Operator Iterations,2026,fwd:CY15,1,title,1,False,,rule,keyword rule on title (broad field)
10.1111/rssb.12228,Random-projection Ensemble Classification,2017,kw:openalex:CY4,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1002/mana.202100004,Resolvents and complex powers of semiclassical cone operators,2022,kw:openalex:CY1,1,title,1,False,,rule,keyword rule on title (broad field)
10.3390/met10030345,Reuse and Recycling of By-Products in the Steel Sector: Recent Achievements Paving the Way to Circular Economy and Industrial Symbiosis in Europe,2020,kw:openalex:CY3,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1063/1.1665119,SU(4)⊃SU(2)⊗SU(2) Projection Techniques,1970,kw:openalex:CY4,1,title,0,False,,rule,keyword rule on title (off-topic)
10.48550/arxiv.2001.02061,Scaled Relative Graph of Normal Matrices,2019,fwd:HRY20,1,title+abstract,1,False,,override,single normal matrix SRG; full text grep: no compositions
10.1016/j.ejcon.2025.101335,Scaled relative graphs for nonmonotone operators with applications in circuit theory,2025,fwd:RHY22,1,title,1,False,,override,nonmonotone SRG; no abstract; title
10.1016/j.ejcon.2026.101576,Scaled relative graphs for pairs of operators beyond classical monotonicity,2026,fwd:RHY22,1,title,1,False,,override,SRG for pairs of operators; no abstract; title
10.1109/cdc45484.2021.9683092,Scaled relative graphs for system analysis,2021,fwd:HRY20;fwd:RHY22,1,title+abstract,1,True,,override,"L2 full text arXiv:2103.13971v2: SRG/Nyquist link, incremental passivity via SRG; no n-fold cascade products or composition constants (those appear later in Chaffey-Forni-Sepulchre 2023 Thm 5)"
10.1016/j.rse.2015.08.002,Secchi disk depth: A new theory and mechanistic model for underwater visibility,2015,kw:openalex:CY3,1,title,0,False,,rule,keyword rule on title (off-topic)
10.1016/j.cam.2018.03.028,Sequence of Gn LN polynomial curves approximating circular arcs,2018,kw:openalex:CY3,1,title,0,False,,rule,keyword rule on title (off-topic)
10.48550/arxiv.1305.2714,Sharp MSE Bounds for Proximal Denoising,2013,kw:openalex:CY4,1,title,1,False,,rule,keyword rule on title (broad field)
10.1103/physrevd.74.045001,Signals for Lorentz violation in post-Newtonian gravity,2006,kw:openalex:CY3,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.3390/sym14101996,Singularity Properties of Timelike Sweeping Surface in Minkowski 3-Space,2022,kw:openalex:CY3,1,title,0,False,,rule,keyword rule on title (off-topic)
10.3836/tjm/1255958684,Spacelike Helicoidal Surfaces with Constant Mean Curvature in Minkowski 3-space,2000,kw:openalex:CY3,1,title,0,False,,rule,keyword rule on title (off-topic)
10.1038/s41598-022-24828-9,Spattering mechanism of laser powder bed fusion additive manufacturing on heterogeneous surfaces,2022,kw:openalex:CY4,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1109/tpwrs.2026.3674752,Stability Analysis of Power-Electronics-Dominated Grids Using Scaled Relative Graphs,2026,fwd:RHY22,1,title,0,False,,override,application
10.48550/arxiv.2310.13459,Stable Nonconvex-Nonconcave Training via Linear Interpolation,2023,kw:openalex:CY1,1,title,0,False,,rule,keyword rule on title (off-topic)
10.48550/arxiv.1605.08527,Stochastic Optimization for Large-scale Optimal Transport,2016,kw:openalex:CY2,1,title,0,False,,rule,keyword rule on title (off-topic)
10.1007/s11075-023-01623-9,"Strict pseudocontractions and demicontractions, their properties, and applications",2023,fwd:OY02,1,title,1,False,,override,composition of strict pseudocontractions: parameter conditions; abstract
10.1103/revmodphys.76.725,Structural properties of self-organized semiconductor nanostructures,2004,kw:openalex:CY4,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.3133/wsp1473_ed1,Study and interpretation of the chemical characteristics of natural water,1959,kw:openalex:CY2,1,title,0,False,,rule,keyword rule on title (off-topic)
10.1016/j.jat.2017.02.005,Szegő–Widom asymptotics of Chebyshev polynomials on circular arcs,2017,kw:openalex:CY3,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1088/0004-637x/695/1/580,THE FLAT OXYGEN ABUNDANCE GRADIENT IN THE EXTENDED DISK OF M83,2009,kw:openalex:CY3,1,title,0,False,,rule,keyword rule on title (off-topic)
10.3847/0004-637x/823/1/30,THE STELLAR POPULATION STRUCTURE OF THE GALACTIC DISK,2016,kw:openalex:CY3,1,title,0,False,,rule,keyword rule on title (off-topic)
10.2737/pnw-gtr-368,"The 1993 timber assessment market model: structure, projections, and policy simulations.",1996,kw:openalex:CY4,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1111/acel.12344,The Achilles’ heel of senescent cells: from transcriptome to senolytic drugs,2015,kw:openalex:CY3,1,title,0,False,,rule,keyword rule on title (off-topic)
10.1086/520512,The Calibration and Data Products of GALEX,2007,kw:openalex:CY3,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1016/s1570-579x(01)80028-8,The Hybrid Steepest Descent Method for the Variational Inequality Problem Over the Intersection of Fixed Point Sets of Nonexpansive Mappings,2001,fwd:OY02,1,title,1,False,,rule,keyword rule on title (broad field)
10.1086/523619,The Milky Way Tomography with SDSS. I. Stellar Number Density Distribution,2008,kw:openalex:CY3,1,title,0,False,,rule,keyword rule on title (off-topic)
10.48550/arxiv.2009.12895,The Semiclassical Resolvent on Conic Manifolds and Application to Schrödinger Equations,2020,kw:openalex:CY1,1,title,1,False,,rule,keyword rule on title (broad field)
10.4171/emss/26,The convexification effect of Minkowski summation,2018,kw:openalex:CY2,1,title,0,False,,rule,keyword rule on title (off-topic)
10.1016/s0723-0869(04)80009-4,The geometry of minkowski spaces — A survey. Part II,2004,kw:openalex:CY3,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.2140/apde.2013.6.1755,The heat kernel on an asymptotically conic manifold,2013,kw:openalex:CY1,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1051/0004-6361/200912129,The photodissociation and chemistry of CO isotopologues: applications to interstellar clouds and circumstellar disks,2009,kw:openalex:CY3,1,title,0,False,,rule,keyword rule on title (off-topic)
10.1103/prxquantum.3.040329,Tight Bounds on the Convergence of Noisy Random Circuits to the Uniform Distribution,2022,kw:openalex:CY4,1,title,0,False,,rule,keyword rule on title (off-topic)
10.48550/arxiv.1506.01556,Tight Global Linear Convergence Rate Bounds for Douglas-Rachford\n Splitting,2015,kw:openalex:CY1;kw:openalex:CY4,1,title,1,False,,rule,keyword rule on title (broad field)
10.1007/s11784-017-0417-1,Tight global linear convergence rate bounds for Douglas–Rachford splitting,2017,fwd:CY15;kw:openalex:CY1;kw:openalex:CY4,1,title+abstract,1,False,,override,two-operator DRS
10.48550/arxiv.1704.07338,Time-Varying Convex Optimization via Time-Varying Averaged Operators,2017,fwd:CY15;kw:openalex:CY1;kw:openalex:CY4,1,title+abstract,1,False,,rule,keyword rule on title (broad field)
10.21278/tof.43103,Tooth Surface Reconstruction and Tooth Profile Geometric Analysis of Circular Arc Tooth Trace Cylindrical Gears,2019,kw:openalex:CY3,1,title,0,False,,rule,keyword rule on title (off-topic)
10.1130/l389.1,Tracking paleodeformation fields in the Mesozoic central Sierra Nevada arc: Implications for intra-arc cyclic deformation and arc tempos,2015,kw:openalex:CY4,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1086/177957,Transformations of Galaxies. II. Gasdynamics in Merging Disk Galaxies,1996,kw:openalex:CY3,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1088/1367-2630/17/9/093046,Uncertainty relations for angular momentum,2015,kw:openalex:CY4,1,title,0,False,,rule,keyword rule on title (off-topic)
10.1007/s10957-018-1443-x,Union Averaged Operators with Applications to Proximal Algorithms for Min-Convex Functions,2018,fwd:CY15,1,title,1,False,,rule,keyword rule on title (broad field)
10.1103/physrevd.104.025016,Unitarity of Minkowski nonlocal theories made explicit,2021,kw:openalex:CY2,1,title,0,False,,rule,keyword rule on title (off-topic)
10.1016/0550-3213(92)90515-d,Valleys in Minkowski space and instanton-induced cross sections,1992,kw:openalex:CY2,1,title,0,False,,rule,keyword rule on title (off-topic)
10.1007/978-3-030-25939-6_9,Variable Metric Algorithms Driven by Averaged Operators,2019,fwd:CY15,1,title,1,False,,rule,keyword rule on title (broad field)
10.2140/apde.2020.13.403,Variable coefficient Wolff-type inequalities and sharp local smoothing estimates for wave equations on manifolds,2020,kw:openalex:CY1,1,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1137/23m1597009,Various Notions of Nonexpansiveness Coincide for Proximal Mappings of Functions,2024,fwd:CY15,1,title,1,False,,rule,keyword rule on title (broad field)
10.1088/0004-637x/768/2/146,X-RAY REFLECTED SPECTRA FROM ACCRETION DISK MODELS. III. A COMPLETE GRID OF IONIZED REFLECTION CALCULATIONS,2013,kw:openalex:CY3,1,title,0,False,,rule,keyword rule on title (off-topic)
10.1090/bull/2020-57-02,,2020,kw:openalex:CY3,0,title,0,False,,rule,keyword rule on title (off-topic)
10.1093/molbev/msh112,A Bayesian Mixture Model for Across-Site Heterogeneities in the Amino-Acid Replacement Process,2004,kw:openalex:CY4,0,title,0,False,,rule,keyword rule on title (off-topic)
10.1007/s11228-022-00631-6,A Direct Proof of Convergence of Davis–Yin Splitting Algorithm Allowing Larger Stepsizes,2022,fwd:CY15;kw:openalex:CY1,0,title+abstract,1,False,,rule,keyword rule on title (broad field)
10.1214/08-aap560,A Khasminskii type averaging principle for stochastic reaction–diffusion equations,2009,kw:openalex:CY1,0,title+abstract,1,False,,rule,keyword rule on title (broad field)
10.48550/arxiv.2211.12461,A Neural-Network-Based Convex Regularizer for Inverse Problems,2022,kw:openalex:CY1,0,title,0,False,,rule,keyword rule on title (off-topic)
10.1002/mma.10639,A Novel Algorithm and Its Convergence Analysis for Solving the Generalized Split Inverse Problem,2025,fwd:CY15,0,title,0,False,,rule,keyword rule on title (off-topic)
10.1109/tetci.2021.3098831,A Primal-Dual Forward-Backward Splitting Algorithm for Distributed Convex Optimization,2021,fwd:CY15;fwd:OY02,0,title,1,False,,rule,keyword rule on title (broad field)
10.1007/s10957-012-0245-9,"A Primal–Dual Splitting Method for Convex Optimization Involving Lipschitzian, Proximable and Linear Composite Terms",2012,fwd:OY02,0,title,1,False,,rule,keyword rule on title (broad field)
10.24840/2184-4933_2018-0034_0009,A REVIEW OF AUGMENTED REALITY FOR ARCHITECTURE AND CULTURAL HERITAGE VISUALIZATION,2018,kw:openalex:CY3,0,title,0,False,,rule,keyword rule on title (off-topic)
10.1561/2300000035,A Review of Point Cloud Registration Algorithms for Mobile Robotics,2015,kw:openalex:CY4,0,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1137/s0097539703432542,A Second-Order Perceptron Algorithm,2005,kw:openalex:CY4,0,title,0,False,,rule,keyword rule on title (off-topic)
10.1155/2009/421425,A Survey of Collaborative Filtering Techniques,2009,kw:openalex:CY2,0,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1109/tnnls.2021.3070843,"A Survey on Knowledge Graphs: Representation, Acquisition, and Applications",2021,kw:openalex:CY2,0,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.23952/jano.4.2022.2.09,A constrained LiGME model and its proximal splitting algorithm under overall convexity condition,2022,fwd:CY15;fwd:OY02,0,title,1,False,,rule,keyword rule on title (broad field)
10.3934/eect.2025054,A continuous-time inertial Newton method for structured monotone inclusions,2025,fwd:OY02,0,title,1,False,,rule,keyword rule on title (broad field)
10.1016/j.cam.2022.115043,A fast inertial primal–dual algorithm to composite optimization models with application to image restoration problems,2022,fwd:OY02,0,title,0,False,,rule,keyword rule on title (off-topic)
10.1145/1073204.1073320,A frequency analysis of light transport,2005,kw:openalex:CY4,0,title,0,False,,rule,keyword rule on title (off-topic)
10.1007/s40314-022-02143-3,A generalized forward–backward splitting operator: degenerate analysis and applications,2022,fwd:CY15;fwd:OY02,0,title,1,False,,rule,keyword rule on title (broad field)
10.1145/2517349.2522739,A lightweight infrastructure for graph analytics,2013,kw:openalex:CY2,0,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1002/nme.7211,A micromechanics‐based recurrent neural networks model for path‐dependent cyclic deformation of short fiber composites,2023,kw:openalex:CY4,0,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1016/j.cam.2026.117991,A preconditioned proximal gradient algorithm for PET image reconstruction with approximately sparse regularization,2026,fwd:CY15,0,title,1,False,,rule,keyword rule on title (broad field)
10.4171/cmh/150,A product formula for valuations on manifolds with applications to the integral geometry of the quaternionic line,2009,kw:openalex:CY3,0,title,0,False,,rule,keyword rule on title (off-topic)
10.5194/acp-12-1-2012,"A review of operational, regional-scale, chemical weather forecasting models in Europe",2012,kw:openalex:CY2,0,title,0,False,,rule,keyword rule on title (off-topic)
10.1007/s13735-021-00218-1,A review on deep learning in medical image analysis,2021,kw:openalex:CY2,0,title,0,False,,rule,keyword rule on title (off-topic)
10.1186/s40537-016-0043-6,A survey of transfer learning,2016,kw:openalex:CY4,0,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.1016/j.media.2017.07.005,A survey on deep learning in medical image analysis,2017,kw:openalex:CY2,0,title+abstract,0,False,,rule,keyword rule on title (off-topic)
10.3386/w35344,AI and the Collapse of the www,2026,kw:openalex:CY1,0,title,0,False,,rule,keyword rule on title (off-topic)
