timestamp,database,family,query,request,status,results_total,records_saved,notes
2026-09-14T17:19:11,semanticscholar,O4,compositions of averaged operators tight averagedness constant,,SKIPPED,,0,retry pass: still rate limited after backoff 30/60/120 s
2026-09-14T17:19:11,arxiv,O4,Friedrichs angles finite collection of subspaces product norm bound,,SKIPPED,,0,retry pass: still rate limited after backoff 30/60/120 s
2026-09-14T17:19:11,semanticscholar,O4,Friedrichs angles finite collection of subspaces product norm bound,,SKIPPED,,0,retry pass: still rate limited after backoff 30/60/120 s
2026-09-14T17:19:11,arxiv,O4,perturbation of products of almost orthogonal projections error bound,,SKIPPED,,0,retry pass: still rate limited after backoff 30/60/120 s
2026-09-14T17:19:11,semanticscholar,O4,perturbation of products of almost orthogonal projections error bound,,SKIPPED,,0,retry pass: still rate limited after backoff 30/60/120 s
2026-09-14T17:19:11,arxiv,O4,sectorial matrices product numerical range angle sum,,SKIPPED,,0,retry pass: still rate limited after backoff 30/60/120 s
2026-09-14T17:19:11,semanticscholar,O4,sectorial matrices product numerical range angle sum,,SKIPPED,,0,retry pass: still rate limited after backoff 30/60/120 s
2026-09-14T17:19:11,arxiv,O5,Minkowski product complex disks different radii boundary,,SKIPPED,,0,retry pass: still rate limited after backoff 30/60/120 s
2026-09-14T17:19:11,semanticscholar,O5,Minkowski product complex disks different radii boundary,,SKIPPED,,0,retry pass: still rate limited after backoff 30/60/120 s
2026-09-14T17:19:11,arxiv,O5,Minkowski product circular arcs complex plane,,SKIPPED,,0,retry pass: still rate limited after backoff 30/60/120 s
2026-09-14T17:19:11,semanticscholar,O5,Minkowski product circular arcs complex plane,,SKIPPED,,0,retry pass: still rate limited after backoff 30/60/120 s
2026-09-14T17:19:11,arxiv,O5,maximize modulus product complex numbers constrained arguments,,SKIPPED,,0,retry pass: still rate limited after backoff 30/60/120 s
2026-09-14T17:19:11,semanticscholar,O5,maximize modulus product complex numbers constrained arguments,,SKIPPED,,0,retry pass: still rate limited after backoff 30/60/120 s
2026-09-14T17:19:11,arxiv,O5,water-filling box constraints separable concave maximization,,SKIPPED,,0,retry pass: still rate limited after backoff 30/60/120 s
2026-09-14T17:19:11,semanticscholar,O5,water-filling box constraints separable concave maximization,,SKIPPED,,0,retry pass: still rate limited after backoff 30/60/120 s
2026-09-14T17:19:11,arxiv,O5,scaled relative graph composition of operators tight,,SKIPPED,,0,retry pass: still rate limited after backoff 30/60/120 s
2026-09-14T17:19:11,semanticscholar,O5,scaled relative graph composition of operators tight,,SKIPPED,,0,retry pass: still rate limited after backoff 30/60/120 s
2026-09-14T17:19:11,arxiv,O6,Bures angle triangle inequality sequence of quantum channels error accumulation,,SKIPPED,,0,retry pass: still rate limited after backoff 30/60/120 s
2026-09-14T17:19:11,semanticscholar,O6,Bures angle triangle inequality sequence of quantum channels error accumulation,,SKIPPED,,0,retry pass: still rate limited after backoff 30/60/120 s
2026-09-14T17:19:11,arxiv,O6,hybrid argument nonuniform query magnitudes bound,,SKIPPED,,0,retry pass: still rate limited after backoff 30/60/120 s
2026-09-14T17:19:11,semanticscholar,O6,hybrid argument nonuniform query magnitudes bound,,SKIPPED,,0,retry pass: still rate limited after backoff 30/60/120 s
2026-09-14T17:19:11,arxiv,O6,quantum Zeno dragging nonuniform measurement angles optimal,,SKIPPED,,0,retry pass: still rate limited after backoff 30/60/120 s
2026-09-14T17:19:11,semanticscholar,O6,quantum Zeno dragging nonuniform measurement angles optimal,,SKIPPED,,0,retry pass: still rate limited after backoff 30/60/120 s
2026-09-14T17:19:11,arxiv,O6,optimal allocation of approximation errors quantum circuit synthesis,,SKIPPED,,0,retry pass: still rate limited after backoff 30/60/120 s
2026-09-14T17:19:11,semanticscholar,O6,optimal allocation of approximation errors quantum circuit synthesis,,SKIPPED,,0,retry pass: still rate limited after backoff 30/60/120 s
2026-09-14T17:19:11,arxiv,O6,product of cosines maximization sum of angles constraint,,SKIPPED,,0,retry pass: still rate limited after backoff 30/60/120 s
2026-09-14T17:19:11,semanticscholar,O6,product of cosines maximization sum of angles constraint,,SKIPPED,,0,retry pass: still rate limited after backoff 30/60/120 s
2026-09-14T17:19:39,openalex-citations,O4,het backward of 10.1016/j.jmaa.2014.11.044,W1998428773,OK,27,22,
2026-09-14T17:19:39,openalex-citations,O4,het forward of 10.1016/j.jmaa.2014.11.044,W1998428773,OK,112,50,
2026-09-14T17:19:43,openalex-citations,O4,het backward of 10.1186/s13663-021-00709-0,W2998099872,OK,33,24,
2026-09-14T17:19:43,openalex-citations,O4,het forward of 10.1186/s13663-021-00709-0,W2998099872,OK,11,11,
2026-09-14T17:19:47,openalex-citations,O5,het backward of 10.1023/A:1014737602641,W422477,OK,32,30,
2026-09-14T17:19:47,openalex-citations,O5,het forward of 10.1023/A:1014737602641,W422477,OK,25,25,
2026-09-14T17:19:50,openalex-citations,O5,het backward of 10.1109/TSP.2004.840816,W2102412823,OK,31,29,
2026-09-14T17:19:50,openalex-citations,O5,het forward of 10.1109/TSP.2004.840816,W2102412823,OK,477,50,
2026-09-14T17:19:55,openalex-citations,O3,het backward of 10.1103/PhysRevX.10.041038,W3006255022,OK,19,19,
2026-09-14T17:19:55,openalex-citations,O3,het forward of 10.1103/PhysRevX.10.041038,W3006255022,OK,202,50,
2026-09-14T17:19:59,openalex-citations,O6,het backward of 10.1103/PRXQuantum.4.020304,W4362737055,OK,39,31,
2026-09-14T17:19:59,openalex-citations,O6,het forward of 10.1103/PRXQuantum.4.020304,W4362737055,OK,76,50,
2026-09-14T17:20:04,openalex-citations,O1,het backward of 10.1007/s10208-016-9317-9,W2343408237,OK,167,155,
2026-09-14T17:20:04,openalex-citations,O1,het forward of 10.1007/s10208-016-9317-9,W2343408237,OK,117,50,
